Pair_ID,Trajectory_1,Trajectory_2,Common_Length_m,K_Skip,K_Overlap,K_Total,Signed_Mean_Unit_Spacing_Error,Skip_Overlap_Difference,Identity_Error,Trajectory_1_E_Folding_m,Trajectory_1_Integral_Scale_m,Trajectory_1_Skewness,Trajectory_1_Excess_Kurtosis,Trajectory_2_E_Folding_m,Trajectory_2_Integral_Scale_m,Trajectory_2_Skewness,Trajectory_2_Excess_Kurtosis,Absolute_Integral_Scale_Difference_m,Absolute_E_Folding_Difference_m,Absolute_Skewness_Difference,Absolute_Excess_Kurtosis_Difference
PAIR_018,C01_P1,C10_P1,274.6,0.7296458221156623,0.7288037431886323,1.4584495653042946,0.0008420789270302105,0.0008420789270300322,0.0,35.2,29.463167329595425,1.4036692987815818,0.92554745603139,61.400000000000006,48.04839655672359,0.0501482353316684,-1.2884630317235377,18.585229227128163,26.200000000000003,1.3535210634499133,2.2140104877549276
PAIR_019,C01_P1,C10_P3,274.0,0.6143210234453439,0.6129037541884846,1.2272247776338285,0.001417269256859289,0.0014172692568592549,0.0,35.2,29.463167329595425,1.4036692987815818,0.92554745603139,6.0,5.073903478101762,-0.0386797035986008,-0.441965691405108,24.389263851493663,29.200000000000003,1.4423490023801826,1.3675131474364979
PAIR_020,C01_P1,C11_P1,271.6,0.6614472628610378,0.6613353395461904,1.3227826024072282,0.0001119233148474269,0.00011192331484743967,0.0,35.2,29.463167329595425,1.4036692987815818,0.92554745603139,6.4,5.522465209787678,-0.2871785157788312,-0.1336104833641185,23.940702119807746,28.800000000000004,1.6908478145604129,1.0591579393955084
PAIR_021,C01_P1,C11_P3,272.0,0.5842760348586493,0.5851309667063839,1.169407001565033,-0.0008549318477345524,0.0008549318477345524,0.0,35.2,29.463167329595425,1.4036692987815818,0.92554745603139,18.4,15.913468672022562,-0.4208580503338558,-0.3358837517349125,13.549698657572863,16.800000000000004,1.8245273491154377,1.2614312077663024
PAIR_022,C01_P1,C12_P1,274.6,0.4856898375781563,0.48427478515710964,0.9699646227352661,0.00141505242104665,0.0014150524210466697,1.1102230246251565e-16,35.2,29.463167329595425,1.4036692987815818,0.92554745603139,41.2,32.7799241782221,-0.242299645561289,-0.5405839470219056,3.316756848626678,6.0,1.6459689443428707,1.4661314030532955
PAIR_023,C01_P1,C12_P3,274.6,0.6201574136525267,0.619597188461701,1.2397546021142276,0.0005602251908257233,0.0005602251908257694,2.220446049250313e-16,35.2,29.463167329595425,1.4036692987815818,0.92554745603139,16.8,13.612856105086433,-0.2456633712033578,-0.5813479143446298,15.850311224508992,18.400000000000002,1.6493326699849395,1.5068953703760197
PAIR_024,C01_P1,C13_P1,274.40000000000003,0.4979930625127279,0.4953257881773866,0.9933188506901146,0.002667274335341298,0.0026672743353413075,1.1102230246251565e-16,35.2,29.463167329595425,1.4036692987815818,0.92554745603139,11.2,10.08242476496059,-0.3829177362862536,-0.0189544463205986,19.380742564634836,24.000000000000004,1.7865870350678352,0.9445019023519886
PAIR_025,C01_P1,C13_P3,274.6,0.3404737331473144,0.3399085299403158,0.6803822630876303,0.0005652032069985217,0.000565203206998599,1.1102230246251565e-16,35.2,29.463167329595425,1.4036692987815818,0.92554745603139,31.0,23.720512880011427,0.540599905184819,0.2060869879268265,5.742654449583998,4.200000000000003,0.8630693935967627,0.7194604681045635
PAIR_026,C01_P1,C14_P1,274.6,0.40480619290874476,0.4033034916060629,0.8081096845148077,0.001502701302681908,0.0015027013026818747,0.0,35.2,29.463167329595425,1.4036692987815818,0.92554745603139,6.800000000000001,11.270433591597858,0.2021638256941889,-0.045111164156665,18.192733737997568,28.400000000000002,1.2015054730873929,0.970658620188055
PAIR_027,C01_P1,C14_P3,274.40000000000003,0.6081825069651651,0.605447036954288,1.213629543919453,0.0027354700108769953,0.002735470010877039,0.0,35.2,29.463167329595425,1.4036692987815818,0.92554745603139,5.2,9.379346353417676,-0.2710026256991154,-0.0030550817914076,20.083820976177748,30.000000000000004,1.6746719244806971,0.9286025378227976
