Marginal_Type,Trajectory_ID,Configuration,Direction,B_Integrated,Excursion_Length_m,Excursion_Length_Fraction,Number_of_Clusters,Longest_Cluster_Length_m,Largest_Cluster_Area_Factor_m
Common_Marginal,C10_P3,C10,Positive,0.3978754458741323,136.70755171234927,0.5037124234058558,51,22.800745775340744,29.325725719845213
Common_Marginal,C10_P3,C10,Negative,0.3967228712674546,134.69244828765073,0.49628757659414413,52,25.9684097998435,26.91664833969728
Common_Marginal,C11_P1,C11,Positive,0.3981100390993843,135.8288445477616,0.5004747404117965,40,23.653704754178122,25.08221322169066
Common_Marginal,C11_P1,C11,Negative,0.39737666203337246,135.57115545223843,0.49952525958820343,41,25.38923064315282,41.4941658457933
Common_Marginal,C11_P3,C11,Positive,0.3986124820494993,135.56648071134003,0.49950803504546804,23,29.68516392653845,30.827777175593226
Common_Marginal,C11_P3,C11,Negative,0.3989287661000391,135.83351928866,0.500491964954532,22,83.43654608916833,86.42653732506022
Common_Marginal,C12_P1,C12,Positive,0.39775483613346146,136.71424269544235,0.503737076991313,46,58.107600465321426,74.46582987975725
Common_Marginal,C12_P1,C12,Negative,0.39724228849576443,134.68575730455768,0.4962629230086871,46,78.05829807739002,91.7683248184479
Common_Marginal,C12_P3,C12,Positive,0.39609769504155024,135.34330385859366,0.4986857179756582,65,19.856682048545395,22.36414939855953
Common_Marginal,C12_P3,C12,Negative,0.3960737037066041,136.05669614140635,0.5013142820243417,65,24.443182070328646,32.290316875406546
Common_Marginal,C13_P1,C13,Positive,0.39545384777723297,134.8294736997805,0.49679246020552864,65,25.888431468274007,32.34822285493378
Common_Marginal,C13_P1,C13,Negative,0.3957676906955347,136.57052630021954,0.5032075397944713,65,41.26731049660633,47.84700513769374
Common_Marginal,C13_P3,C13,Positive,0.3959687674675891,136.39573574919964,0.502563506813558,63,53.88519538775544,74.58514008741011
Common_Marginal,C13_P3,C13,Negative,0.39619016440577315,135.00426425080036,0.49743649318644195,63,50.12765067744306,68.01017316704878
Common_Marginal,C14_P1,C14,Positive,0.39581306021566676,136.21133013974452,0.5018840462039222,69,38.620932151465915,55.962015059259194
Common_Marginal,C14_P1,C14,Negative,0.3957044404561269,135.1886698602555,0.49811595379607765,69,25.47188067946712,34.21351544666134
Common_Marginal,C14_P3,C14,Positive,0.3950476665634833,135.42293904206463,0.49897914164356894,81,11.970245812661364,15.918103268015841
Common_Marginal,C14_P3,C14,Negative,0.39512665810917613,135.97706095793538,0.501020858356431,81,35.534872992525464,51.038481199674614
